T_N2_Gas,K_N2_Gas,T_He_Gas,K_He_Gas,T_Pyrex,K_Pyrex,T_G10,K_G10,T_Manganin,K_Manganin,T_Constantan,K_Constantan,T_Al6061-T6,K_Al6061-T6,T_Al,K_Al,T_SS304L_RRR30,K_SS304L_RRR30
82.35979938038204,0.008192675563941633,6.17105480980009,0.011965482928759066,1.0396687573731804,0.01723859068743968,1.0396687573731804,0.007519864071904254,1.0396687573731804,0.07756493381238053,1.0396687573731804,0.10143012386660474,1.0396687573731804,2.2821269614448316,1.0396687573731804,29.76693204901923,1.0396687573731804,0.04430110381056194
90.9949606733911,0.008982875264859214,6.960180662168825,0.0131335505956423,1.104143570272778,0.018331585346729476,1.0997235132293446,0.00809490868042348,1.1355854163469232,0.08673766571668208,1.1355854163469232,0.11714738325559391,1.1355854163469232,2.492494944475762,1.1355854163469232,32.4302160889666,1.1355854163469232,0.04935586577565708
97.66790022461188,0.009778773902714508,7.654761691040661,0.014071976394898253,1.2353857362385263,0.02152346395057559,1.2353857362385263,0.009613205350160943,1.2403510528468649,0.09711568844228971,1.2403510528468649,0.13412900900108318,1.2403510528468649,2.759699015477163,1.2403510528468649,35.06949041183855,1.2403510528468649,0.05567453404860418
106.89261026774156,0.010672232395085258,8.229066191274564,0.014884099480339771,1.4445814179730891,0.02574629217336594,1.4330388032114867,0.011980352330792358,1.35478204646855,0.10833105667122597,1.35478204646855,0.15433707858840956,1.35478204646855,3.044185229267394,1.35478204646855,38.39747421386638,1.35478204646855,0.06210408637269221
120.07891478676814,0.011980352330792358,9.069742390940448,0.015705430232618472,1.5403329846249068,0.027580058200286386,1.5280252877205251,0.013045766867527467,1.4797700934915223,0.12204821635944971,1.4797700934915223,0.17670970386098822,1.4797700934915223,3.34551016144987,1.4797700934915223,41.88492891822202,1.4797700934915223,0.06996786704872554
132.6688045737049,0.013220048508626837,9.966273943607012,0.016773969977729154,1.7442862658071385,0.032648789919053255,1.7234220707305439,0.015581093751668162,1.616289155366173,0.135973934431837,1.616289155366173,0.20485384136515644,1.616289155366173,3.704160411351969,1.616289155366173,45.80275760383694,1.616289155366173,0.07843676194030369
141.62474212997205,0.01398982899212156,10.697131378836875,0.017681540104193715,2.039657293504763,0.039665378444117806,2.007192635494477,0.019712990958400584,1.7654030482467404,0.15338167659054094,1.7654030482467404,0.23367710258266788,1.7654030482467404,4.080935988081314,1.7654030482467404,50.02488630095093,1.7654030482467404,0.08847844333553402
155.84725480442052,0.015327749805463187,11.818691357415059,0.01875763865394682,2.1748524295185683,0.04305358217890813,2.131668213614119,0.021231428670679824,1.9282737327113972,0.1717335484353269,1.9282737327113972,0.2708943032398305,1.9282737327113972,4.501623179495488,1.9282737327113972,54.840154707815564,1.9282737327113972,0.09808537676822249
175.0726189821498,0.017046982978563257,13.026081394684505,0.02006807924862383,2.462821520302841,0.050492517142909685,2.4042560527893926,0.025706354642080775,2.106170368266561,0.19420109663826413,2.106170368266561,0.3101630051635182,2.106170368266561,4.941070589664164,2.106170368266561,59.7467708327508,2.106170368266561,0.10954869533462078
192.54373442041154,0.01842124315740424,14.015415007876419,0.02112293990102198,2.8798666680791216,0.06058052023194024,2.8113839394680324,0.03215584617664452,2.3004792031920624,0.21770715369890467,2.3004792031920624,0.3582247862122592,2.3004792031920624,5.396541767000861,2.3004792031920624,65.4165505535232,2.3004792031920624,0.12159434009746427
206.98947912581602,0.01972829811994857,15.400819492002553,0.022245907423254226,3.058460920607519,0.06464195800741018,2.9857312517255576,0.03471885200596157,2.5127143767931868,0.2474153668852565,2.5127143767931868,0.41270767991551593,2.5127143767931868,5.901323001777575,2.5127143767931868,71.26944982949502,2.5127143767931868,0.1336302063553327
228.1353934540808,0.02121166207843531,17.370204821315035,0.02407627587500138,3.463427344330135,0.07538070081442837,3.3540519560157125,0.04208439078545331,2.744529718235427,0.27978421229891337,2.744529718235427,0.4754769508336689,2.744529718235427,6.453320417950454,2.744529718235427,77.93584516933558,2.744529718235427,0.14869265198900633
259.38081510136044,0.02342736340953057,19.19141518672527,0.025369939845411752,4.0336989859732055,0.0898069154933895,3.9063143611285223,0.05122943220879389,2.9977316339036517,0.3163878074235658,2.9977316339036517,0.5532625305885522,2.9977316339036517,7.0481917915032515,2.9977316339036517,85.33171055759742,2.9977316339036517,0.16320799417164633
286.5760631661089,0.025320476448931824,20.48695046030363,0.026482918640280028,4.301065707227803,0.09560783207922417,4.148563525369177,0.05486799919033253,3.274293183709587,0.3627013912886906,3.274293183709587,0.6358277223148064,3.274293183709587,7.794096650544435,3.274293183709587,93.08197230026536,3.274293183709587,0.18183004848582437
302.0892390215912,0.026328320386047953,22.6349416278094,0.02801503058012829,4.9097942957758764,0.10320909761507982,4.735708524120586,0.06311489198443365,3.5763694560363866,0.4076138773016692,3.5763694560363866,0.7380104840698565,3.5763694560363866,8.48090492173311,3.5763694560363866,101.78866539036481,3.5763694560363866,0.19982827228047595
,,25.529392925988727,0.030332630350597408,5.7874441413078594,0.11202518518869051,5.559893116322228,0.07172751970221793,3.9063143611285223,0.4690255708541469,3.9063143611285223,0.8449921125828709,3.9063143611285223,9.216780461348788,3.9063143611285223,110.89582253827898,3.9063143611285223,0.22015417725601777
,,28.05293828064332,0.03237121473926351,6.17105480980009,0.11356607566852611,5.928420960915081,0.07456135848927699,4.266698973788488,0.5284148065078912,4.266698973788488,0.9722998407095922,4.266698973788488,10.11652043120715,4.266698973788488,120.51808855877874,4.266698973788488,0.24557859842492058
,,30.183564825105414,0.033840835637261917,7.044442416483181,0.12117976977293637,6.767468668973151,0.0835136149338122,4.660331568314548,0.5968045888513854,4.660331568314548,1.1104822482541028,4.660331568314548,10.95342993813242,4.660331568314548,132.28303639734258,4.660331568314548,0.27770714318505824
,,33.26709872551852,0.03569160622298154,8.303671098223377,0.12129269402604408,7.9134469495170885,0.09286936404493008,5.090279501800588,0.6748833101607644,5.090279501800588,1.2667288663577032,5.090279501800588,11.963124403990143,5.090279501800588,144.65651506862366,5.090279501800588,0.3113207533389427
,,36.75504752343333,0.03822151395597682,8.854065493945225,0.12126257060665992,8.437976016279888,0.09613170607595442,5.559893116322228,0.765074875807812,5.559893116322228,1.4503532455942543,5.559893116322228,13.065893178091208,5.559893116322228,157.20814629989283,5.559893116322228,0.34943665024684356
,,39.23623299544552,0.039433825481840226,10.107178828620446,0.12076661290691167,9.70978425408795,0.10320909761507982,6.072831846265543,0.8608808340181061,6.072831846265543,1.668865553494303,6.072831846265543,14.323582845778365,6.072831846265543,171.69969791462054,6.072831846265543,0.39270659363159843
,,43.35002641158709,0.04273395990626505,11.818691357415059,0.12511766061764526,11.263281741690223,0.11384850620440518,6.633092734238018,0.9735081093030536,6.633092734238018,1.8965981419747726,6.633092734238018,15.527802371501933,6.633092734238018,187.76012869903718,6.633092734238018,0.4418829980438471
,,47.778637703807576,0.04493137975647401,12.652723561452206,0.12754947608196956,12.058119292788424,0.11644629917475532,7.245041577770264,1.0967762339149836,7.245041577770264,2.1904883968392563,7.245041577770264,17.064802798266953,7.245041577770264,206.08922889239815,7.245041577770264,0.4947535907427314
,,51.363267474902585,0.047373986252318395,14.50151166466807,0.1324324113396524,13.820025129693184,0.13019014222955516,7.9134469495170885,1.231057708614571,7.9134469495170885,2.477065504762316,7.9134469495170885,18.684198650060118,7.9134469495170885,224.52828580327878,7.9134469495170885,0.5608725779613604
,,56.262855339274225,0.0503089093185801,17.23141196402916,0.13716116861661323,16.160257410015344,0.14576718414721143,8.643517356058307,1.3955765527913016,8.643517356058307,2.822085578742381,8.643517356058307,20.33063219441412,8.643517356058307,246.4466849610068,8.643517356058307,0.6240926607807875
,,63.71253931648295,0.054579160089048,18.300013914888677,0.1413109418648468,17.300669211786147,0.15233756397687212,9.440941824856777,1.562555051238577,9.440941824856777,3.2151620530155984,9.440941824856777,22.370800322184536,9.440941824856777,267.4980806911138,9.440941824856777,0.7127881668240789
,,70.22137205383972,0.0579496632549202,20.973971648194908,0.14873882524520426,19.670168727481297,0.1597983627961539,10.311934235645074,1.7560426792675625,10.311934235645074,3.6584421877673896,10.311934235645074,24.524156701240294,10.311934235645074,292.15623190282713,10.311934235645074,0.800056876000878
,,75.14451614728365,0.06058052023194024,24.52562694817027,0.16280311471568823,23.186308000386184,0.17496272237854021,11.263281741690223,1.9710400445603455,11.263281741690223,4.126805617665079,11.263281741690223,26.851421662939547,11.263281741690223,319.0873879137107,11.263281741690223,0.90360377691706
,,83.02317809277986,0.06486310579106636,26.151265471681366,0.1687734462596606,24.72317209699324,0.18269018622124578,12.302397658256249,2.2261407684189964,12.302397658256249,4.655130170687527,12.302397658256249,29.803923157741686,12.302397658256249,345.91386471599185,12.302397658256249,1.018020433448626
,,94.39403189468341,0.07057878004424341,29.97243079259155,0.18775050551906006,28.449555518448474,0.19414081044886974,13.43737923039441,2.45867620319786,13.43737923039441,5.2380655417196325,13.43737923039441,32.34976458710637,13.43737923039441,375.9282976341252,13.43737923039441,1.1426596085607947
,,106.46470265896193,0.07679811399379181,35.18871796995141,0.21315896262720863,32.921956059931105,0.2167090617392806,14.677070730213112,2.7562738178686965,14.677070730213112,5.908656524775696,14.677070730213112,35.90684731810216,14.677070730213112,410.5816184500166,14.677070730213112,1.293757168847165
,,116.98859198953045,0.081819695778018,37.5211409349508,0.22301612381413832,35.18871796995141,0.23044927121436942,16.031132375308836,3.0898925808886277,16.031132375308836,6.582835037211032,16.031132375308836,39.31429364404566,16.031132375308836,446.20717643250674,16.031132375308836,1.4503532455942543
,,125.56772424862982,0.08557597053246303,42.48926138927432,0.24657181554182536,40.49251372686555,0.24115839900061048,17.510115605400756,3.45959327734144,17.510115605400756,7.379619909614158,17.510115605400756,43.098587624915204,17.510115605400756,480.7265261421491,17.510115605400756,1.640099988461716
,,138.7330981354108,0.0918371168971153,50.08442555473589,0.27943695841018185,46.97103237313749,0.2565948085220982,19.12554530375726,3.8543333404284343,19.12554530375726,8.293421411157986,19.12554530375726,47.36464833251654,19.12554530375726,519.8495826549322,19.12554530375726,1.8431898291980673
,,152.90598373353808,0.0967244962702691,53.19039939873624,0.2914889187248271,50.894499146339925,0.257765930310035,20.890009604119907,4.2834606445768175,20.890009604119907,9.159725277026094,20.890009604119907,51.795038516143315,20.890009604119907,562.156598170739,20.890009604119907,2.079159858529752
,,164.5192252589209,0.102506523989203,60.233263891706464,0.3415421037216026,57.865009338896186,0.28596700152194854,22.81725798293925,4.795969847428404,22.81725798293925,10.066389421958627,22.81725798293925,55.663560001979015,22.81725798293925,594.4679764379871,22.81725798293925,2.3250386987620018
,,180.78172424811066,0.1096848305497936,70.15098956228424,0.3788146656331762,67.93561416641323,0.3219369044993458,24.92230840130048,5.3101143878107555,24.92230840130048,10.96704167067705,24.92230840130048,60.49340453288736,24.92230840130048,632.5522591119254,24.92230840130048,2.5999948626189493
,,203.89925222945772,0.11949846731110092,75.40331977383106,0.40537818293413197,72.43860818734882,0.33052565404063966,27.22156433143511,5.864791690976997,27.22156433143511,11.918635608101818,27.22156433143511,65.17327768708682,27.22156433143511,663.9439372382781,27.22156433143511,2.929212963272613
,,223.70518118951824,0.1274527090032454,85.73055784183487,0.4659292117907198,82.6908235032345,0.3590041841824666,29.732942579740858,6.4935176263605205,29.732942579740858,12.872615464351162,29.732942579740858,70.04100695726105,29.732942579740858,692.5794693034355,29.732942579740858,3.2837642415576576
,,241.07139230847974,0.1324324113396524,100.65077611418157,0.5444018504368209,96.69338374698629,0.39027559864605516,32.47601290236214,7.030706936839624,32.47601290236214,13.69729289951726,32.47601290236214,74.89930081382634,32.47601290236214,709.1162422917832,32.47601290236214,3.66754046629372
,,265.6990933408209,0.14289927370303432,106.89261026774156,0.5731957853947258,103.1025365046274,0.4034839074278853,35.47215050127688,7.736234638638081,35.47215050127688,14.412803279220526,35.47215050127688,80.29377262521923,35.47215050127688,707.3570968537957,35.47215050127688,4.1063558066858175
,,293.5567926512295,0.1527841676635946,121.53262130779167,0.6372111074273042,118.16765208826827,0.44276192421874117,38.744702589205986,8.355450818337573,38.744702589205986,15.146867149437202,38.744702589205986,86.61293564909289,38.744702589205986,699.4947909876686,38.744702589205986,4.546571338901254
,,305.7464097869712,0.15549141972411842,143.2571742915383,0.723490426022781,138.7330981354108,0.4737087340785048,42.31917032129159,8.85767532012569,42.31917032129159,16.077260367260767,42.31917032129159,90.46077860590214,42.31917032129159,667.2504037639608,42.31917032129159,4.9842127399443035
,,,,152.14123418414187,0.7584525711451042,147.92878023934148,0.48453786879269356,46.22340751123547,9.472075247549279,46.22340751123547,17.278055442347693,46.22340751123547,95.06807032839443,46.22340751123547,624.7450471125786,46.22340751123547,5.42341675403856
,,,,173.67373916058096,0.8232393432626474,168.8650978244017,0.5227037160646459,50.487837680380316,10.053895533030673,50.487837680380316,18.090523883796266,50.487837680380316,100.28295274882197,50.487837680380316,573.4387743314616,50.487837680380316,5.8866832504680895
,,,,203.89925222945772,0.9002434303522633,197.46009307512276,0.5560177994218133,55.14569113107559,10.60539387407102,55.14569113107559,18.293860969197635,55.14569113107559,105.78389334382857,55.14569113107559,519.2043718774943,55.14569113107559,6.3499683834664475
,,,,216.54401628977033,0.9151798861132118,211.39463723542022,0.5641326234883983,60.233263891706464,11.09031097471242,60.233263891706464,18.22582925614478,60.233263891706464,110.75818430163923,60.233263891706464,463.72090821671367,60.233263891706464,6.824241399368557
,,,,248.18495108097997,0.9698878005853782,243.25695120096577,0.5914918561002765,65.79020055119926,11.554271514388669,65.79020055119926,18.591611703619716,65.79020055119926,111.44808803013072,65.79020055119926,416.74635449277866,65.79020055119926,7.306663761491459
,,,,290.2116788589184,1.0054556196658753,285.59246026040756,0.6186906643643113,71.85980318697268,12.03764173363725,71.85980318697268,18.964735205210783,71.85980318697268,113.82606544514903,71.85980318697268,373.6011663323027,71.85980318697268,7.794096650544435
,,,,304.5224597423685,1.0243615999921654,303.303409358608,0.6307156776023055,78.48936879363747,12.635033916274029,78.48936879363747,19.273405083317957,78.48936879363747,116.1104924646183,78.48936879363747,338.6872654777642,78.48936879363747,8.231852499460791
,,,,,,,,85.73055784183487,13.245612679333334,85.73055784183487,19.20173061468679,85.73055784183487,118.7353202241945,85.73055784183487,305.1354859921901,85.73055784183487,8.704999129449263
,,,,,,,,93.63979683918654,13.47792627948229,93.63979683918654,19.5627883621711,93.63979683918654,119.62338332380682,93.63979683918654,279.3818783944661,93.63979683918654,9.069170711579789
,,,,,,,,102.27871803028565,14.094185987675111,102.27871803028565,19.930635221513814,102.27871803028565,119.9208779414288,102.27871803028565,260.28837600293036,102.27871803028565,9.578541162296194
,,,,,,,,111.71463966206478,14.323582845778365,111.71463966206478,20.255026080540038,111.71463966206478,119.47491288403091,111.71463966206478,244.92109138794348,111.71463966206478,10.004074852750604
,,,,,,,,122.02109055697677,14.73862332646679,122.02109055697677,20.867836296573167,122.02109055697677,122.78423792100672,122.02109055697677,232.76220878188022,122.02109055697677,10.487514445364413
,,,,,,,,133.2783830816928,14.997122705023523,133.2783830816928,21.154870415106362,133.2783830816928,125.40409573873305,133.2783830816928,227.61664042162005,133.2783830816928,10.980670318403845
,,,,,,,,145.57423897613901,15.279119544333403,145.57423897613901,21.552653823991317,145.57423897613901,126.18522765926575,145.57423897613901,223.41566712685767,145.57423897613901,11.39750051677208
,,,,,,,,159.00447291960703,15.780532758371077,159.00447291960703,21.794905172785057,159.00447291960703,131.30099024495144,159.00447291960703,224.80730515998425,159.00447291960703,11.859574467864668
,,,,,,,,173.67373916058096,16.137272098338116,173.67373916058096,22.149638874587158,173.67373916058096,132.11885344211169,173.67373916058096,225.92685424771642,173.67373916058096,12.340381678584158
,,,,,,,,189.69634702834927,16.666847211953158,189.69634702834927,22.678507497001448,189.69634702834927,132.7768104499505,189.69634702834927,225.92685424771642,189.69634702834927,12.761193191699995
,,,,,,,,207.19715168122204,17.3856790454784,207.19715168122204,23.19118447184097,207.19715168122204,135.94713251383718,207.19715168122204,225.92685424771642,207.19715168122204,13.262072887523741
,,,,,,,,226.31252703245536,18.203208286817933,226.31252703245536,23.220003955984897,226.31252703245536,141.98668321629924,226.31252703245536,225.92685424771642,226.31252703245536,13.731357066575367
,,,,,,,,247.19142843534365,19.20173061468679,247.19142843534365,23.77442976735764,247.19142843534365,147.01094334776843,247.19142843534365,224.52828580327878,247.19142843534365,14.07669300316213
,,,,,,,,269.9965534083884,20.280196826073627,269.9965534083884,23.952247065115788,269.9965534083884,153.16111143317815,269.9965534083884,222.8614270345265,269.9965534083884,14.466602076696287
,,,,,,,,292.5492300828486,21.519963823463247,292.5492300828486,24.48358092273987,292.5492300828486,155.99800187490035,294.90560944541886,227.33413426133023,294.90560944541886,14.904285124283323
